nohup: 忽略输入
{'Budget_proportion': 0.5,
 'bce_loss_nita': 1,
 'device': 'cuda:0',
 'model_name': 'LR',
 'model_save_path': './save/model_dict/LR_w_var.pth',
 'multi_gpu': False,
 'predictor_batch_size': 200,
 'predictor_epoch_num': 100,
 'predictor_learning_rate': 0.0001,
 'pretrained': False,
 'pretrained_model_path': 'None',
 'save_model': True,
 'var_loss_lambda': 0}
Start Train...
Epoch:|Accuracy: 0.858 | Recall: 0.069 | Precision: 0.157| RMSE: 0.3773| AUC: 0.5116 | logloss_mean: 0.4671787432783726
Epoch:|Accuracy: 0.867 | Recall: 0.076 | Precision: 0.206| RMSE: 0.3647| AUC: 0.5199 | logloss_mean: 0.4265138522441526
Epoch:|Accuracy: 0.869 | Recall: 0.09 | Precision: 0.236| RMSE: 0.3624| AUC: 0.5271 | logloss_mean: 0.4002799032057084
Epoch:|Accuracy: 0.876 | Recall: 0.072 | Precision: 0.262| RMSE: 0.3518| AUC: 0.5236 | logloss_mean: 0.3871509433516021
Epoch:|Accuracy: 0.874 | Recall: 0.088 | Precision: 0.271| RMSE: 0.3544| AUC: 0.5293 | logloss_mean: 0.37779679024610124
Epoch:|Accuracy: 0.879 | Recall: 0.075 | Precision: 0.29| RMSE: 0.3482| AUC: 0.5263 | logloss_mean: 0.3689699733213892
Epoch:|Accuracy: 0.875 | Recall: 0.094 | Precision: 0.284| RMSE: 0.3535| AUC: 0.5325 | logloss_mean: 0.36389322725386875
Epoch:|Accuracy: 0.87 | Recall: 0.124 | Precision: 0.282| RMSE: 0.3611| AUC: 0.5426 | logloss_mean: 0.35665721849547427
Epoch:|Accuracy: 0.878 | Recall: 0.082 | Precision: 0.297| RMSE: 0.3487| AUC: 0.5291 | logloss_mean: 0.35331612004383095
Epoch:|Accuracy: 0.878 | Recall: 0.085 | Precision: 0.297| RMSE: 0.3494| AUC: 0.5302 | logloss_mean: 0.3513278659903309
Epoch:|Accuracy: 0.872 | Recall: 0.113 | Precision: 0.283| RMSE: 0.3582| AUC: 0.5388 | logloss_mean: 0.34601647008969943
Epoch:|Accuracy: 0.879 | Recall: 0.084 | Precision: 0.303| RMSE: 0.3483| AUC: 0.53 | logloss_mean: 0.3437304192955054
Epoch:|Accuracy: 0.882 | Recall: 0.069 | Precision: 0.317| RMSE: 0.3435| AUC: 0.5253 | logloss_mean: 0.3412019912225818
Epoch:|Accuracy: 0.879 | Recall: 0.083 | Precision: 0.303| RMSE: 0.348| AUC: 0.5297 | logloss_mean: 0.3363997647267522
Epoch:|Accuracy: 0.88 | Recall: 0.076 | Precision: 0.299| RMSE: 0.3471| AUC: 0.5271 | logloss_mean: 0.33478695047494855
Epoch:|Accuracy: 0.879 | Recall: 0.076 | Precision: 0.299| RMSE: 0.3472| AUC: 0.5271 | logloss_mean: 0.3333382954260389
Epoch:|Accuracy: 0.878 | Recall: 0.081 | Precision: 0.297| RMSE: 0.3486| AUC: 0.5289 | logloss_mean: 0.3308032700267521
Epoch:|Accuracy: 0.875 | Recall: 0.093 | Precision: 0.286| RMSE: 0.353| AUC: 0.5322 | logloss_mean: 0.33137792095686625
Epoch:|Accuracy: 0.869 | Recall: 0.12 | Precision: 0.274| RMSE: 0.362| AUC: 0.5404 | logloss_mean: 0.3294681735264445
Epoch:|Accuracy: 0.88 | Recall: 0.074 | Precision: 0.306| RMSE: 0.3459| AUC: 0.5268 | logloss_mean: 0.32987668708834833
Epoch:|Accuracy: 0.881 | Recall: 0.072 | Precision: 0.308| RMSE: 0.3453| AUC: 0.526 | logloss_mean: 0.3274270298447713
Epoch:|Accuracy: 0.881 | Recall: 0.072 | Precision: 0.31| RMSE: 0.3449| AUC: 0.5261 | logloss_mean: 0.32539985853346803
Epoch:|Accuracy: 0.881 | Recall: 0.073 | Precision: 0.307| RMSE: 0.3455| AUC: 0.5263 | logloss_mean: 0.32583415605923505
Epoch:|Accuracy: 0.876 | Recall: 0.093 | Precision: 0.295| RMSE: 0.3515| AUC: 0.5328 | logloss_mean: 0.3249335614150589
Epoch:|Accuracy: 0.878 | Recall: 0.082 | Precision: 0.294| RMSE: 0.3492| AUC: 0.5289 | logloss_mean: 0.3256770270216523
Epoch:|Accuracy: 0.878 | Recall: 0.08 | Precision: 0.295| RMSE: 0.3486| AUC: 0.5282 | logloss_mean: 0.32435585939985456
Epoch:|Accuracy: 0.881 | Recall: 0.07 | Precision: 0.306| RMSE: 0.345| AUC: 0.5251 | logloss_mean: 0.3216257770952669
Epoch:|Accuracy: 0.879 | Recall: 0.08 | Precision: 0.299| RMSE: 0.348| AUC: 0.5284 | logloss_mean: 0.3212560295913983
Epoch:|Accuracy: 0.881 | Recall: 0.066 | Precision: 0.306| RMSE: 0.3443| AUC: 0.524 | logloss_mean: 0.3205941308434438
Epoch:|Accuracy: 0.878 | Recall: 0.085 | Precision: 0.299| RMSE: 0.3492| AUC: 0.5304 | logloss_mean: 0.3208470363893266
Epoch:|Accuracy: 0.877 | Recall: 0.095 | Precision: 0.3| RMSE: 0.3511| AUC: 0.534 | logloss_mean: 0.32133793653649034
Epoch:|Accuracy: 0.879 | Recall: 0.079 | Precision: 0.3| RMSE: 0.3477| AUC: 0.5282 | logloss_mean: 0.3184325069333743
Epoch:|Accuracy: 0.879 | Recall: 0.081 | Precision: 0.301| RMSE: 0.348| AUC: 0.529 | logloss_mean: 0.32023867527113375
Epoch:|Accuracy: 0.866 | Recall: 0.153 | Precision: 0.289| RMSE: 0.3658| AUC: 0.5532 | logloss_mean: 0.31843116501508983
Epoch:|Accuracy: 0.88 | Recall: 0.076 | Precision: 0.302| RMSE: 0.3468| AUC: 0.5273 | logloss_mean: 0.3173048264048632
Epoch:|Accuracy: 0.875 | Recall: 0.104 | Precision: 0.296| RMSE: 0.3537| AUC: 0.5369 | logloss_mean: 0.3169303918528615
Epoch:|Accuracy: 0.877 | Recall: 0.094 | Precision: 0.3| RMSE: 0.3509| AUC: 0.5336 | logloss_mean: 0.3167752152471577
Epoch:|Accuracy: 0.881 | Recall: 0.072 | Precision: 0.304| RMSE: 0.3457| AUC: 0.5257 | logloss_mean: 0.31758228461574584
Epoch:|Accuracy: 0.877 | Recall: 0.093 | Precision: 0.301| RMSE: 0.3504| AUC: 0.5331 | logloss_mean: 0.31654167401342137
Epoch:|Accuracy: 0.868 | Recall: 0.153 | Precision: 0.298| RMSE: 0.3632| AUC: 0.5543 | logloss_mean: 0.3170229176113617
Epoch:|Accuracy: 0.875 | Recall: 0.113 | Precision: 0.303| RMSE: 0.3541| AUC: 0.5404 | logloss_mean: 0.318309736049291
Epoch:|Accuracy: 0.877 | Recall: 0.095 | Precision: 0.302| RMSE: 0.3508| AUC: 0.534 | logloss_mean: 0.31554447922819445
Epoch:|Accuracy: 0.876 | Recall: 0.101 | Precision: 0.297| RMSE: 0.3528| AUC: 0.5358 | logloss_mean: 0.31455834472136013
Epoch:|Accuracy: 0.879 | Recall: 0.085 | Precision: 0.307| RMSE: 0.348| AUC: 0.5309 | logloss_mean: 0.31438491453678863
Epoch:|Accuracy: 0.876 | Recall: 0.095 | Precision: 0.296| RMSE: 0.3516| AUC: 0.5335 | logloss_mean: 0.31461833950891654
Epoch:|Accuracy: 0.882 | Recall: 0.07 | Precision: 0.317| RMSE: 0.3438| AUC: 0.5256 | logloss_mean: 0.3145481258522249
Epoch:|Accuracy: 0.88 | Recall: 0.083 | Precision: 0.311| RMSE: 0.3469| AUC: 0.5301 | logloss_mean: 0.3119473577956262
Epoch:|Accuracy: 0.876 | Recall: 0.097 | Precision: 0.297| RMSE: 0.352| AUC: 0.5346 | logloss_mean: 0.31486724563015317
Epoch:|Accuracy: 0.875 | Recall: 0.108 | Precision: 0.302| RMSE: 0.3532| AUC: 0.5386 | logloss_mean: 0.31332029020685015
Epoch:|Accuracy: 0.882 | Recall: 0.073 | Precision: 0.32| RMSE: 0.3441| AUC: 0.5271 | logloss_mean: 0.3133026016243164
Epoch:|Accuracy: 0.876 | Recall: 0.098 | Precision: 0.297| RMSE: 0.3521| AUC: 0.5348 | logloss_mean: 0.3140045203702542
Epoch:|Accuracy: 0.88 | Recall: 0.08 | Precision: 0.308| RMSE: 0.3468| AUC: 0.5291 | logloss_mean: 0.31189781559396135
Epoch:|Accuracy: 0.872 | Recall: 0.129 | Precision: 0.299| RMSE: 0.3582| AUC: 0.5458 | logloss_mean: 0.31275245071687163
